what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.300.v200904230730,"org.eclipse.jst.j2ee.ejb",1448860572031
started,bundle,org.eclipse.jst.common.frameworks,1.1.300.v200904132230,"org.eclipse.jst.common.frameworks",1448860572069
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448860810378
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448860815274
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448860943735
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448860946309
opened,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1448860948446
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1448860948493
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448861028034
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448861153098
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1448861155439
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1448861157420
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448861159574
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448861172587
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448861172618
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448861174506
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1448861174506
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1448861182248
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1448861182404
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1448861183792
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1448861185024
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1448861185102
started,bundle,org.eclipse.mylyn.java.tasks,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.java.tasks",1448861186615
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448861187645
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448861397418
