what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1448945561276
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1448945563117
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1448945563133
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1448945564084
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.100.v200809240707,"org.eclipse.wst.jsdt.manipulation",1448945566534
started,bundle,org.eclipse.wst.jsdt.ui,1.0.200.v200905242047,"org.eclipse.wst.jsdt.ui",1448945566674
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1448945567314
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1448945568078
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1448945568172
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1448945568172
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1448945568702
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448945572649
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448945583725
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448945591310
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448945597878
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448945604227
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448945610592
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448945619424
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448945628862
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1448945629813
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1448945630063
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1448945633666
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1448945635819
closed,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1448945639236
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1448945644820
