what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1448870238691
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448870245383
started,bundle,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui",1448870258721
started,bundle,org.eclipse.pde.core,3.5.0.v20090602,"org.eclipse.pde.core",1448870258893
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448870259236
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.rename",1448870259251
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1448870265663
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1448870265772
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1448870265772
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448870272044
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448870280436
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448870296239
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448870325505
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1448870326488
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1448870358671
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1448870362181
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448870366595
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448870369013
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1448870369029
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1448870369107
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1448870370417
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448870374957
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448870376423
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1448870376439
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.add.unimplemented.constructors",1448870376455
