what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1448948212591
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1448948214593
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1448948215065
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1448948221469
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1448948226263
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1448948227568
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1448948228558
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448948238872
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448948239020
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1448948241718
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1448948246728
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1448948247925
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1448948261843
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448948270941
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448948286205
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1448948291127
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1448948292641
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1448948296163
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448948298234
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448948421205
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1448948422470
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1448948426842
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448948430281
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1448948432959
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1448948433102
